lsn,eventtime,event,filedirectoryname,fullpath,creationtime,modifiedtime,mftmodifiedtime,accessedtime,redo,targetvcn,clusterindex,missing_fullpath_flag
8714481672,12/23/23 0:14:26,File Deletion,dropboxstatus-longnotification@1p5x.png,dropboxstatus-longnotification@1p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E5A,2,1
8714481936,12/23/23 0:14:26,File Deletion,dropboxstatus-longnotification@1p75x.png,dropboxstatus-longnotification@1p75x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E5A,4,1
8714482191,12/23/23 0:14:26,File Deletion,dropboxstatus-longnotification@2p5x.png,dropboxstatus-longnotification@2p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E5A,6,1
8714482438,12/23/23 0:14:26,File Deletion,dropboxstatus-longnotification@2x.png,dropboxstatus-longnotification@2x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E5B,0,1
8714482767,12/23/23 0:14:26,File Deletion,dropboxstatus-longnotification@3x.png,dropboxstatus-longnotification@3x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E5B,2,1
8714483237,12/23/23 0:14:26,File Creation,~1-efc6-6585b5d4,\Windows\System32\config\systemprofile\AppData\Local\Dropbox\logs\0\~1-efc6-6585b5d4,12/23/23 0:14:26,12/23/23 0:14:26,12/23/23 0:14:26,12/23/23 0:14:26,Initialize File Record Segment,0x23F,2,0
8714483884,12/23/23 0:14:26,File Deletion,dropboxstatus-notification.png,dropboxstatus-notification.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E5B,4,1
8714484666,12/23/23 0:14:26,File Deletion,dropboxstatus-notification@1p25x.png,dropboxstatus-notification@1p25x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E5B,6,1
8714484919,12/23/23 0:14:26,File Deletion,dropboxstatus-notification@1p5x.png,dropboxstatus-notification@1p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E5C,0,1
8714485165,12/23/23 0:14:26,File Deletion,dropboxstatus-notification@1p75x.png,dropboxstatus-notification@1p75x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E5C,2,1
8714485418,12/23/23 0:14:26,File Deletion,dropboxstatus-notification@2p5x.png,dropboxstatus-notification@2p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x520C,4,1
8714485737,12/23/23 0:14:26,File Deletion,dropboxstatus-notification@2x.png,dropboxstatus-notification@2x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x520D,2,1
8714485989,12/23/23 0:14:26,File Deletion,dropboxstatus-notification@3x.png,dropboxstatus-notification@3x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x520D,6,1
8714486246,12/23/23 0:14:26,File Deletion,dropboxstatus-pause.png,dropboxstatus-pause.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x520E,4,1
8714486495,12/23/23 0:14:26,File Deletion,dropboxstatus-pause@1p25x.png,dropboxstatus-pause@1p25x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x5210,0,1
8714486821,12/23/23 0:14:26,File Deletion,dropboxstatus-pause@1p5x.png,dropboxstatus-pause@1p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E5C,4,1
8714486988,12/23/23 0:14:26,File Deletion,dropboxstatus-pause@1p75x.png,dropboxstatus-pause@1p75x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E5C,6,1
8714487230,12/23/23 0:14:26,File Deletion,dropboxstatus-pause@2p5x.png,dropboxstatus-pause@2p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E5D,0,1
8714487531,12/23/23 0:14:26,File Deletion,dropboxstatus-pause@2x.png,dropboxstatus-pause@2x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E5D,2,1
8714487771,12/23/23 0:14:26,File Deletion,dropboxstatus-pause@3x.png,dropboxstatus-pause@3x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E5D,4,1
8714488061,12/23/23 0:14:26,File Deletion,dropboxstatus-shortnotification.png,dropboxstatus-shortnotification.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E5D,6,1
8714488365,12/23/23 0:14:26,File Deletion,dropboxstatus-shortnotification@1p25x.png,dropboxstatus-shortnotification@1p25x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E5E,0,1
8714488613,12/23/23 0:14:26,File Deletion,dropboxstatus-shortnotification@1p5x.png,dropboxstatus-shortnotification@1p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E5E,2,1
8714488872,12/23/23 0:14:26,File Deletion,dropboxstatus-shortnotification@1p75x.png,dropboxstatus-shortnotification@1p75x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E5E,4,1
8714489120,12/23/23 0:14:26,File Deletion,dropboxstatus-shortnotification@2p5x.png,dropboxstatus-shortnotification@2p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E5E,6,1
8714489451,12/23/23 0:14:26,File Deletion,dropboxstatus-shortnotification@2x.png,dropboxstatus-shortnotification@2x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E5F,0,1
8714489713,12/23/23 0:14:26,File Deletion,dropboxstatus-shortnotification@3x.png,dropboxstatus-shortnotification@3x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E5F,2,1
8714489993,12/23/23 0:14:26,File Deletion,dropboxstatus-snooze.png,dropboxstatus-snooze.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E5F,4,1
8714490206,12/23/23 0:14:26,File Deletion,dropboxstatus-snooze@1p25x.png,dropboxstatus-snooze@1p25x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E60,2,1
8714490531,12/23/23 0:14:26,File Deletion,dropboxstatus-snooze@1p5x.png,dropboxstatus-snooze@1p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E60,4,1
8714490737,12/23/23 0:14:26,File Deletion,dropboxstatus-snooze@1p75x.png,dropboxstatus-snooze@1p75x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E60,6,1
8714491000,12/23/23 0:14:26,File Deletion,dropboxstatus-snooze@2p5x.png,dropboxstatus-snooze@2p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E61,0,1
8714491293,12/23/23 0:14:26,File Deletion,dropboxstatus-snooze@2x.png,dropboxstatus-snooze@2x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E61,2,1
8714491669,12/23/23 0:14:26,File Deletion,dropboxstatus-snooze@3x.png,dropboxstatus-snooze@3x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E61,4,1
8714491885,12/23/23 0:14:26,File Deletion,dropboxstatus-x.png,dropboxstatus-x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E61,6,1
8714492276,12/23/23 0:14:26,File Deletion,dropboxstatus-x@1p25x.png,dropboxstatus-x@1p25x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E62,0,1
8714492452,12/23/23 0:14:26,File Deletion,dropboxstatus-x@1p5x.png,dropboxstatus-x@1p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E62,2,1
8714492800,12/23/23 0:14:26,File Deletion,dropboxstatus-x@1p75x.png,dropboxstatus-x@1p75x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E62,4,1
8714493084,12/23/23 0:14:26,File Deletion,dropboxstatus-x@2p5x.png,dropboxstatus-x@2p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E62,6,1
8714493398,12/23/23 0:14:26,File Deletion,dropboxstatus-x@2x.png,dropboxstatus-x@2x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E63,0,1
8714493732,12/23/23 0:14:26,File Deletion,dropboxstatus-x@3x.png,dropboxstatus-x@3x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E63,2,1
8714493917,12/23/23 0:14:26,Directory Deletion,legacy,legacy,4/19/23 10:15:22,12/23/23 0:14:26,12/23/23 0:14:26,12/23/23 0:14:26,Deallocate File Record Segment,0x7E51,0,1
8714494212,12/23/23 0:14:26,File Deletion,dropboxstatus-busy.png,dropboxstatus-busy.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E63,6,1
8714494472,12/23/23 0:14:26,File Deletion,dropboxstatus-busy@1p25x.png,dropboxstatus-busy@1p25x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E64,0,1
8714494713,12/23/23 0:14:26,File Deletion,dropboxstatus-busy@1p5x.png,dropboxstatus-busy@1p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E64,2,1
8714494880,12/23/23 0:14:26,File Deletion,dropboxstatus-busy@1p75x.png,dropboxstatus-busy@1p75x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E64,4,1
8714495197,12/23/23 0:14:26,File Deletion,dropboxstatus-busy@2p5x.png,dropboxstatus-busy@2p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E64,6,1
8714495438,12/23/23 0:14:26,File Deletion,dropboxstatus-busy@2x.png,dropboxstatus-busy@2x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E65,0,1
8714495766,12/23/23 0:14:26,File Deletion,dropboxstatus-busy@3x.png,dropboxstatus-busy@3x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E65,2,1
8714495918,12/23/23 0:14:26,File Deletion,dropboxstatus-cam.png,dropboxstatus-cam.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E65,4,1
8714496153,12/23/23 0:14:26,File Deletion,dropboxstatus-cam@1p25x.png,dropboxstatus-cam@1p25x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E65,6,1
8714496410,12/23/23 0:14:26,File Deletion,dropboxstatus-cam@1p5x.png,dropboxstatus-cam@1p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E66,0,1
8714496618,12/23/23 0:14:26,File Deletion,dropboxstatus-cam@1p75x.png,dropboxstatus-cam@1p75x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E66,2,1
8714496859,12/23/23 0:14:26,File Deletion,dropboxstatus-cam@2p5x.png,dropboxstatus-cam@2p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E66,4,1
8714497124,12/23/23 0:14:26,File Deletion,dropboxstatus-cam@2x.png,dropboxstatus-cam@2x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E66,6,1
8714497385,12/23/23 0:14:26,File Deletion,dropboxstatus-cam@3x.png,dropboxstatus-cam@3x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E67,0,1
8714497622,12/23/23 0:14:26,File Deletion,dropboxstatus-connecting.png,dropboxstatus-connecting.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E67,2,1
8714497960,12/23/23 0:14:26,File Deletion,dropboxstatus-connecting@1p25x.png,dropboxstatus-connecting@1p25x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E67,4,1
8714498161,12/23/23 0:14:26,File Deletion,dropboxstatus-connecting@1p5x.png,dropboxstatus-connecting@1p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E67,6,1
8714498445,12/23/23 0:14:26,File Deletion,dropboxstatus-connecting@1p75x.png,dropboxstatus-connecting@1p75x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E68,0,1
8714498757,12/23/23 0:14:26,File Deletion,dropboxstatus-connecting@2p5x.png,dropboxstatus-connecting@2p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E68,2,1
8714498988,12/23/23 0:14:26,File Deletion,dropboxstatus-connecting@2x.png,dropboxstatus-connecting@2x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E68,4,1
8714499227,12/23/23 0:14:26,File Deletion,dropboxstatus-connecting@3x.png,dropboxstatus-connecting@3x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E68,6,1
8714499456,12/23/23 0:14:26,File Deletion,dropboxstatus-idle.png,dropboxstatus-idle.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E69,0,1
8714499693,12/23/23 0:14:26,File Deletion,dropboxstatus-idle@1p25x.png,dropboxstatus-idle@1p25x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E69,2,1
8714499922,12/23/23 0:14:26,File Deletion,dropboxstatus-idle@1p5x.png,dropboxstatus-idle@1p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E69,4,1
8714500160,12/23/23 0:14:26,File Deletion,dropboxstatus-idle@1p75x.png,dropboxstatus-idle@1p75x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E69,6,1
8714500389,12/23/23 0:14:26,File Deletion,dropboxstatus-idle@2p5x.png,dropboxstatus-idle@2p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E6A,0,1
8714500626,12/23/23 0:14:26,File Deletion,dropboxstatus-idle@2x.png,dropboxstatus-idle@2x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E6A,2,1
8714500870,12/23/23 0:14:26,File Deletion,dropboxstatus-idle@3x.png,dropboxstatus-idle@3x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E6A,4,1
8714501157,12/23/23 0:14:26,File Deletion,dropboxstatus-logo.png,dropboxstatus-logo.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E6A,6,1
8714501385,12/23/23 0:14:26,File Deletion,dropboxstatus-logo@1p25x.png,dropboxstatus-logo@1p25x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E6B,0,1
8714501713,12/23/23 0:14:26,File Deletion,dropboxstatus-logo@1p5x.png,dropboxstatus-logo@1p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E6B,2,1
8714501868,12/23/23 0:14:26,File Deletion,dropboxstatus-logo@1p75x.png,dropboxstatus-logo@1p75x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E6B,4,1
8714502097,12/23/23 0:14:26,File Deletion,dropboxstatus-logo@2p5x.png,dropboxstatus-logo@2p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E6B,6,1
8714502406,12/23/23 0:14:26,File Deletion,dropboxstatus-logo@2x.png,dropboxstatus-logo@2x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E6C,0,1
8714502634,12/23/23 0:14:26,File Deletion,dropboxstatus-logo@3x.png,dropboxstatus-logo@3x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E6C,2,1
8714502872,12/23/23 0:14:26,File Deletion,dropboxstatus-longnotification.png,dropboxstatus-longnotification.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E6C,4,1
8714503106,12/23/23 0:14:26,File Deletion,dropboxstatus-longnotification@1p25x.png,dropboxstatus-longnotification@1p25x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E6D,0,1
8714503349,12/23/23 0:14:26,File Deletion,dropboxstatus-longnotification@1p5x.png,dropboxstatus-longnotification@1p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E6D,2,1
8714503637,12/23/23 0:14:26,File Deletion,dropboxstatus-longnotification@1p75x.png,dropboxstatus-longnotification@1p75x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E6D,4,1
8714503880,12/23/23 0:14:26,File Deletion,dropboxstatus-longnotification@2p5x.png,dropboxstatus-longnotification@2p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E6F,6,1
8714504115,12/23/23 0:14:26,File Deletion,dropboxstatus-longnotification@2x.png,dropboxstatus-longnotification@2x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E70,2,1
8714504361,12/23/23 0:14:26,File Deletion,dropboxstatus-longnotification@3x.png,dropboxstatus-longnotification@3x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E70,4,1
8714504593,12/23/23 0:14:26,File Deletion,dropboxstatus-notification.png,dropboxstatus-notification.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E70,6,1
8714504849,12/23/23 0:14:26,File Deletion,dropboxstatus-notification@1p25x.png,dropboxstatus-notification@1p25x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E71,0,1
8714505082,12/23/23 0:14:26,File Deletion,dropboxstatus-notification@1p5x.png,dropboxstatus-notification@1p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E71,2,1
8714505327,12/23/23 0:14:26,File Deletion,dropboxstatus-notification@1p75x.png,dropboxstatus-notification@1p75x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E71,6,1
8714505646,12/23/23 0:14:26,File Deletion,dropboxstatus-notification@2p5x.png,dropboxstatus-notification@2p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E72,2,1
8714505887,12/23/23 0:14:26,File Deletion,dropboxstatus-notification@2x.png,dropboxstatus-notification@2x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E72,4,1
8714506206,12/23/23 0:14:26,File Deletion,dropboxstatus-notification@3x.png,dropboxstatus-notification@3x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E72,6,1
8714506368,12/23/23 0:14:26,File Deletion,dropboxstatus-pause.png,dropboxstatus-pause.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E73,0,1
8714506597,12/23/23 0:14:26,File Deletion,dropboxstatus-pause@1p25x.png,dropboxstatus-pause@1p25x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E73,2,1
8714506847,12/23/23 0:14:26,File Deletion,dropboxstatus-pause@1p5x.png,dropboxstatus-pause@1p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E73,4,1
8714507089,12/23/23 0:14:26,File Deletion,dropboxstatus-pause@1p75x.png,dropboxstatus-pause@1p75x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E73,6,1
8714507414,12/23/23 0:14:26,File Deletion,dropboxstatus-pause@2p5x.png,dropboxstatus-pause@2p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E74,0,1
8714507671,12/23/23 0:14:26,File Deletion,dropboxstatus-pause@2x.png,dropboxstatus-pause@2x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E74,2,1
8714507924,12/23/23 0:14:26,File Deletion,dropboxstatus-pause@3x.png,dropboxstatus-pause@3x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E74,4,1
8714508131,12/23/23 0:14:26,File Deletion,dropboxstatus-shortnotification.png,dropboxstatus-shortnotification.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E75,0,1
8714508374,12/23/23 0:14:26,File Deletion,dropboxstatus-shortnotification@1p25x.png,dropboxstatus-shortnotification@1p25x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E75,2,1
8714508610,12/23/23 0:14:26,File Deletion,dropboxstatus-shortnotification@1p5x.png,dropboxstatus-shortnotification@1p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E75,4,1
8714508981,12/23/23 0:14:26,File Deletion,dropboxstatus-shortnotification@1p75x.png,dropboxstatus-shortnotification@1p75x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E75,6,1
8714509230,12/23/23 0:14:26,File Deletion,dropboxstatus-shortnotification@2p5x.png,dropboxstatus-shortnotification@2p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E76,0,1
8714509553,12/23/23 0:14:26,File Deletion,dropboxstatus-shortnotification@2x.png,dropboxstatus-shortnotification@2x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E76,2,1
8714509854,12/23/23 0:14:26,File Deletion,dropboxstatus-shortnotification@3x.png,dropboxstatus-shortnotification@3x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E76,4,1
8714510010,12/23/23 0:14:26,File Deletion,dropboxstatus-snooze.png,dropboxstatus-snooze.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E76,6,1
8714510239,12/23/23 0:14:26,File Deletion,dropboxstatus-snooze@1p25x.png,dropboxstatus-snooze@1p25x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E77,0,1
8714510477,12/23/23 0:14:26,File Deletion,dropboxstatus-snooze@1p5x.png,dropboxstatus-snooze@1p5x.png,4/19/23 10:15:23,1/1/00 8:00:00,4/19/23 10:15:23,4/19/23 10:15:23,Deallocate File Record Segment,0x7E77,2,1
