TimeStamp(UTC+8),USN,File/Directory Name,FullPath,EventInfo,SourceInfo,FileAttribute,Carving Flag,FileReferenceNumber,ParentFileReferenceNumber,case_id,label_category,label_detail
12/31/23 0:36:32,1754223456,WindowsUpdate.20231227.123941.413.1.etl,\Windows\Temp\_0BF2011F-7342-4A5A-A8E9-ACD34468FCA3\WindowsUpdate.20231227.123941.413.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000CAAC,0x000400000000C9F2,6,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.123941.413.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:32) != (Creation Event Time : 2023-12-31 00:21:18))"""
12/31/23 0:36:32,1754224176,WindowsUpdate.20231227.131751.671.1.etl,\Windows\Temp\_0BF2011F-7342-4A5A-A8E9-ACD34468FCA3\WindowsUpdate.20231227.131751.671.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000300000000CAC0,0x000400000000C9F2,6,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.131751.671.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:32) != (Creation Event Time : 2023-12-31 00:21:18))"""
12/31/23 0:36:32,1754224896,WindowsUpdate.20231227.141751.921.1.etl,\Windows\Temp\_0BF2011F-7342-4A5A-A8E9-ACD34468FCA3\WindowsUpdate.20231227.141751.921.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000CACC,0x000400000000C9F2,6,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.141751.921.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:32) != (Creation Event Time : 2023-12-31 00:21:18))"""
12/31/23 0:36:32,1754225616,WindowsUpdate.20231227.151751.922.1.etl,\Windows\Temp\_0BF2011F-7342-4A5A-A8E9-ACD34468FCA3\WindowsUpdate.20231227.151751.922.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000CACF,0x000400000000C9F2,6,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.151751.922.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:32) != (Creation Event Time : 2023-12-31 00:21:18))"""
12/31/23 0:36:32,1754226688,WindowsUpdate.20231227.161216.280.1.etl,\Windows\Temp\_0BF2011F-7342-4A5A-A8E9-ACD34468FCA3\WindowsUpdate.20231227.161216.280.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000CB0B,0x000400000000C9F2,6,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.161216.280.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:32) != (Creation Event Time : 2023-12-31 00:21:18))"""
12/31/23 0:36:33,1754228848,WindowsUpdate.20231227.183344.727.1.etl,\Windows\Temp\_0BF2011F-7342-4A5A-A8E9-ACD34468FCA3\WindowsUpdate.20231227.183344.727.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000CB2C,0x000400000000C9F2,6,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.183344.727.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
12/31/23 0:36:33,1754229568,WindowsUpdate.20231227.193344.723.1.etl,\Windows\Temp\_0BF2011F-7342-4A5A-A8E9-ACD34468FCA3\WindowsUpdate.20231227.193344.723.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000300000000CB2E,0x000400000000C9F2,6,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.193344.723.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
12/31/23 0:36:33,1754230288,WindowsUpdate.20231227.203344.753.1.etl,\Windows\Temp\_0BF2011F-7342-4A5A-A8E9-ACD34468FCA3\WindowsUpdate.20231227.203344.753.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000300000000CB30,0x000400000000C9F2,6,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.203344.753.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
12/31/23 0:36:33,1754231072,WindowsUpdate.20231227.213344.760.1.etl,\Windows\Temp\_0BF2011F-7342-4A5A-A8E9-ACD34468FCA3\WindowsUpdate.20231227.213344.760.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000300000000CB32,0x000400000000C9F2,6,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.213344.760.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
12/31/23 0:36:33,1754231792,WindowsUpdate.20231227.223344.729.1.etl,\Windows\Temp\_0BF2011F-7342-4A5A-A8E9-ACD34468FCA3\WindowsUpdate.20231227.223344.729.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000CB34,0x000400000000C9F2,6,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231227.223344.729.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
12/31/23 0:36:33,1754232512,WindowsUpdate.20231228.020554.227.1.etl,\Windows\Temp\_0BF2011F-7342-4A5A-A8E9-ACD34468FCA3\WindowsUpdate.20231228.020554.227.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000CB35,0x000400000000C9F2,6,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.020554.227.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
12/31/23 0:36:33,1754233520,WindowsUpdate.20231228.102219.679.1.etl,\Windows\Temp\_0BF2011F-7342-4A5A-A8E9-ACD34468FCA3\WindowsUpdate.20231228.102219.679.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000CB37,0x000400000000C9F2,6,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.102219.679.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
12/31/23 0:36:33,1754234240,WindowsUpdate.20231228.112814.052.1.etl,\Windows\Temp\_0BF2011F-7342-4A5A-A8E9-ACD34468FCA3\WindowsUpdate.20231228.112814.052.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000300000000CB3A,0x000400000000C9F2,6,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.112814.052.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
12/31/23 0:36:33,1754235744,WindowsUpdate.20231228.122814.011.1.etl,\Windows\Temp\_0BF2011F-7342-4A5A-A8E9-ACD34468FCA3\WindowsUpdate.20231228.122814.011.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000CB3C,0x000400000000C9F2,6,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.122814.011.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
12/31/23 0:36:33,1754236464,WindowsUpdate.20231228.132814.206.1.etl,\Windows\Temp\_0BF2011F-7342-4A5A-A8E9-ACD34468FCA3\WindowsUpdate.20231228.132814.206.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000CB3D,0x000400000000C9F2,6,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.132814.206.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
12/31/23 0:36:33,1754237616,WindowsUpdate.20231228.142814.057.1.etl,\Windows\Temp\_0BF2011F-7342-4A5A-A8E9-ACD34468FCA3\WindowsUpdate.20231228.142814.057.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000CB43,0x000400000000C9F2,6,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.142814.057.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
12/31/23 0:36:33,1754244128,WindowsUpdate.20231228.172814.102.1.etl,\Windows\Temp\_0BF2011F-7342-4A5A-A8E9-ACD34468FCA3\WindowsUpdate.20231228.172814.102.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000CB65,0x000400000000C9F2,6,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.172814.102.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
12/31/23 0:36:33,1754245808,WindowsUpdate.20231228.182814.085.1.etl,\Windows\Temp\_0BF2011F-7342-4A5A-A8E9-ACD34468FCA3\WindowsUpdate.20231228.182814.085.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000CB6B,0x000400000000C9F2,6,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.182814.085.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
12/31/23 0:36:33,1754247008,WindowsUpdate.20231228.192814.145.1.etl,\Windows\Temp\_0BF2011F-7342-4A5A-A8E9-ACD34468FCA3\WindowsUpdate.20231228.192814.145.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000CB70,0x000400000000C9F2,6,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.192814.145.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
12/31/23 0:36:33,1754247968,WindowsUpdate.20231228.202814.135.1.etl,\Windows\Temp\_0BF2011F-7342-4A5A-A8E9-ACD34468FCA3\WindowsUpdate.20231228.202814.135.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000CB74,0x000400000000C9F2,6,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.202814.135.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
12/31/23 0:36:33,1754248688,WindowsUpdate.20231228.212814.155.1.etl,\Windows\Temp\_0BF2011F-7342-4A5A-A8E9-ACD34468FCA3\WindowsUpdate.20231228.212814.155.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000300000000CB78,0x000400000000C9F2,6,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.212814.155.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
12/31/23 0:36:33,1754249408,WindowsUpdate.20231228.222814.158.1.etl,\Windows\Temp\_0BF2011F-7342-4A5A-A8E9-ACD34468FCA3\WindowsUpdate.20231228.222814.158.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000CB79,0x000400000000C9F2,6,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.222814.158.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
12/31/23 0:36:33,1754250128,WindowsUpdate.20231228.232814.168.1.etl,\Windows\Temp\_0BF2011F-7342-4A5A-A8E9-ACD34468FCA3\WindowsUpdate.20231228.232814.168.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000300000000CB7B,0x000400000000C9F2,6,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231228.232814.168.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
12/31/23 0:36:33,1754250848,WindowsUpdate.20231231.013631.836.1.etl,\Windows\Temp\_0BF2011F-7342-4A5A-A8E9-ACD34468FCA3\WindowsUpdate.20231231.013631.836.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000CB80,0x000400000000C9F2,6,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231231.013631.836.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-31 00:36:33) != (Creation Event Time : 2023-12-31 00:21:18))"""
12/31/23 0:43:48,1754647792,PowerShell_SI_MAC_Manipulation.dll,\Program Files\Windows Mail\PowerShell_SI_MAC_Manipulation.dll,Basic_Info_Changed / File_Closed,Normal,Archive,,0x000400000000C362,0x000100000000009C,6,Timestamp Manipulation,"[Suspicious] The timestamp of PowerShell_SI_MAC_Manipulation.dll"" may have been manipulated. => ((CreationTime : 2022-12-24 11:24:41) != (Creation Event Time : 2023-12-31 00:21:38))"""
12/26/23 22:35:54,1717468360,nTimestomp_SI_C_Manipulation.dll,\Program Files\Windows Mail\nTimestomp_SI_C_Manipulation.dll,Basic_Info_Changed / File_Closed,Normal,Archive,,0x0009000000002909,0x000100000000009C,7,Timestamp Manipulation,"[Malicious] The timestamp of nTimestomp_SI_C_Manipulation.dll"" may have been manipulated after executing nTimestomp. => ((CreationTime : 2022-12-22 23:19:23) != (Creation Event Time : 2023-12-26 22:30:34))"""
12/26/23 22:35:54,1717468760,NTIMESTOMP_V1.2_X64.EXE-6EA682C3.pf,\Windows\Prefetch\NTIMESTOMP_V1.2_X64.EXE-6EA682C3.pf,File_Created / Data_Added / File_Closed,Normal,Archive / Not_Content_Indexed,,0x00220000000002C5,0x0002000000019619,7,Execution of Suspicious Programs,nTimestomp (Timestamp Manipulation) has been executed.
12/26/23 22:39:35,1717102880,WindowsUpdate.20231225.164824.113.64.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.164824.113.64.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000900000000A740,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.64.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717105200,WindowsUpdate.20231225.164824.113.67.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.164824.113.67.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x001000000000AA2B,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.67.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717108880,WindowsUpdate.20231225.164824.113.72.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.164824.113.72.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C042,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.72.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717109600,WindowsUpdate.20231225.164824.113.73.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.164824.113.73.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C043,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.73.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717110320,WindowsUpdate.20231225.164824.113.74.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.164824.113.74.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C046,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.74.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717111040,WindowsUpdate.20231225.164824.113.75.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.164824.113.75.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C047,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.75.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717111760,WindowsUpdate.20231225.164824.113.76.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.164824.113.76.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C048,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.76.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717112480,WindowsUpdate.20231225.164824.113.77.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.164824.113.77.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C04A,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.77.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717113264,WindowsUpdate.20231225.164824.113.78.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.164824.113.78.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C04B,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.78.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717114112,WindowsUpdate.20231225.164824.113.79.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.164824.113.79.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C04C,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.79.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717114832,WindowsUpdate.20231225.164824.113.80.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.164824.113.80.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x006300000000797C,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.80.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717115552,WindowsUpdate.20231225.164824.113.81.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.164824.113.81.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C04D,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.81.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717116272,WindowsUpdate.20231225.164824.113.82.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.164824.113.82.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000600000000C04F,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.82.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717117072,WindowsUpdate.20231225.164824.113.83.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.164824.113.83.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x001F00000000C069,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.83.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717117792,WindowsUpdate.20231225.164824.113.84.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.164824.113.84.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C06A,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.84.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717118512,WindowsUpdate.20231225.164824.113.85.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.164824.113.85.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000300000000C06B,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.85.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717119232,WindowsUpdate.20231225.164824.113.86.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.164824.113.86.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000300000000C06C,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.86.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717120080,WindowsUpdate.20231225.164824.113.87.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.164824.113.87.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C06D,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.87.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717120800,WindowsUpdate.20231225.164824.113.88.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.164824.113.88.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C06E,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.88.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717121600,WindowsUpdate.20231225.164824.113.89.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.164824.113.89.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C06F,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.164824.113.89.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717122320,WindowsUpdate.20231225.173759.428.1.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.173759.428.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C070,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.173759.428.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717123040,WindowsUpdate.20231225.173759.428.2.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.173759.428.2.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000300000000C071,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.173759.428.2.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717123760,WindowsUpdate.20231225.175817.420.1.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.175817.420.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C072,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.175817.420.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
12/26/23 22:39:35,1717124480,WindowsUpdate.20231225.181843.333.1.etl,\Windows\Temp\_470950CA-0017-43F9-A902-A75E8030B029\WindowsUpdate.20231225.181843.333.1.etl,File_Created / Basic_Info_Changed / Data_Added / Data_Overwritten / File_Closed,Normal,Archive,,0x000200000000C073,0x000C00000000034B,8,Timestamp Manipulation,"[Suspicious] The timestamp of WindowsUpdate.20231225.181843.333.1.etl"" may have been manipulated. => ((CreationTime : 2023-12-26 22:39:35) != (Creation Event Time : 2023-12-26 22:26:44))"""
